TotalTrades,BuyTrades,SellTrades,WaitTrades,WinningTrades,LosingTrades,WinRate,AverageProfit,AverageLoss,AverageRR,ProfitFactor,Expectancy,MaxDrawdown
2462,13,396,2053,301,95,76.01,361.61,59.91,4.41,19.12,260.49,981.83
